epoch;train_loss;val_loss;si_sdr;pesq;stoi;der
41;-2.3532160692214967;-1.0508556365966797;1.147432565689087;1.1603717366854351;0.6329361544741865;0.2405070928635254
42;-2.2574658123254774;0.25625703551552514;2.3803950707117716;1.1267359217007955;0.5805761563359113;0.24092971650812917
43;-2.1055719473958017;-1.4176675839857622;1.5534361600875854;1.1442116816838583;0.6825467060081183;0.2437489806815199
44;-2.171956286787987;-0.7208485278216276;0.7952776551246643;1.1509918928146363;0.5891758968531834;0.25642520881537945
45;-2.197099529027939;0.9015366435050964;1.6731239934762319;1.148619278271993;0.6681617594862386;0.24935649073964736
46;-2.274969752550125;0.5904739119789817;2.005549995104472;1.1459753235181174;0.6407672281981327;0.24911011621018075
47;-2.3182309159040453;-1.653617100282149;1.8144214153289795;1.1307576139767963;0.6906313192113437;0.2290297664285999
48;-2.3457002041339874;-0.9951772689819336;1.076124906539917;1.145303098360697;0.6725397369946056;0.24427282522799415
49;-2.3826787362098694;1.251620514826341;1.2866004817187786;1.132595419883728;0.605502482205347;0.27164852462227956
50;-2.3969181989431383;-1.6648120013150303;1.4226605892181396;1.152667232354482;0.6390903500120011;0.20275624721533383
